település;fertőzöttek;népesség;;;;;;;;;;;;;;;;;;;;;;;
Dormánd;13;1 014;;;;;;;;;;;;;;;;;;;;;;;
Dúzs;3;234;;;;;;;;;;;;;;;;;;;;;;;
Keléd;1;78;;;;;;;;;;;;;;;;;;;;;;;
Okorvölgy;1;78;;;;;;;;;;;;;;;;;;;;;;;
Pusztacsó;2;156;;;;;;;;;;;;;;;;;;;;;;;
Rinyaújlak;4;312;;;;;;;;;;;;;;;;;;;;;;;
Igar;19;1 483;;;;;;;;;;;;;;;;;;;;;;;
Mónosbél;5;391;;;;;;;;;;;;;;;;;;;;;;;
Kisbabot;3;235;;;;;;;;;;;;;;;;;;;;;;;
Somogycsicsó;2;157;;;;;;;;;;;;;;;;;;;;;;;
Jánkmajtis;23;1 807;;;;;;;;;;;;;;;;;;;;;;;
Tiszacsege;59;4 644;;;;;;;;;;;;;;;;;;;;;;;
Királyegyháza;12;945;;;;;;;;;;;;;;;;;;;;;;;
Pusztaföldvár;21;1 656;;;;;;;;;;;;;;;;;;;;;;;
Szentmargitfalva;1;79;;;;;;;;;;;;;;;;;;;;;;;
Nagykamarás;17;1 344;;;;;;;;;;;;;;;;;;;;;;;
Fáj;6;475;;;;;;;;;;;;;;;;;;;;;;;
Bezedek;3;238;;;;;;;;;;;;;;;;;;;;;;;
Ura;8;635;;;;;;;;;;;;;;;;;;;;;;;
Penyige;10;794;;;;;;;;;;;;;;;;;;;;;;;
Hernádvécse;14;1 112;;;;;;;;;;;;;;;;;;;;;;;
Tiszadada;28;2 225;;;;;;;;;;;;;;;;;;;;;;;
Olaszfa;5;398;;;;;;;;;;;;;;;;;;;;;;;
Gelénes;8;639;;;;;;;;;;;;;;;;;;;;;;;
Bácsszentgyörgy;2;160;;;;;;;;;;;;;;;;;;;;;;;
Hernádcéce;3;240;;;;;;;;;;;;;;;;;;;;;;;
Pusztaradvány;3;240;;;;;;;;;;;;;;;;;;;;;;;
Zalaszentjakab;4;320;;;;;;;;;;;;;;;;;;;;;;;
Hidasnémeti;14;1 124;;;;;;;;;;;;;;;;;;;;;;;
Alsótold;3;241;;;;;;;;;;;;;;;;;;;;;;;
Gadna;4;322;;;;;;;;;;;;;;;;;;;;;;;
Olcsvaapáti;4;322;;;;;;;;;;;;;;;;;;;;;;;
Vereb;10;807;;;;;;;;;;;;;;;;;;;;;;;
Csengele;24;1 944;;;;;;;;;;;;;;;;;;;;;;;
Marócsa;1;81;;;;;;;;;;;;;;;;;;;;;;;
Szakadát;3;243;;;;;;;;;;;;;;;;;;;;;;;
Ladánybene;21;1 715;;;;;;;;;;;;;;;;;;;;;;;
Tiszainoka;5;409;;;;;;;;;;;;;;;;;;;;;;;
Csernely;9;737;;;;;;;;;;;;;;;;;;;;;;;
Almásháza;1;82;;;;;;;;;;;;;;;;;;;;;;;
Tiszacsermely;7;574;;;;;;;;;;;;;;;;;;;;;;;
Alsóvadász;19;1 560;;;;;;;;;;;;;;;;;;;;;;;
Selyeb;6;493;;;;;;;;;;;;;;;;;;;;;;;
Nemesvid;9;740;;;;;;;;;;;;;;;;;;;;;;;
Magosliget;4;329;;;;;;;;;;;;;;;;;;;;;;;
Kisszőlős;2;165;;;;;;;;;;;;;;;;;;;;;;;
Apostag;25;2 064;;;;;;;;;;;;;;;;;;;;;;;
Rinyaszentkirály;5;414;;;;;;;;;;;;;;;;;;;;;;;
Tarnaszentmiklós;10;829;;;;;;;;;;;;;;;;;;;;;;;
Fony;4;332;;;;;;;;;;;;;;;;;;;;;;;
Főnyed;1;83;;;;;;;;;;;;;;;;;;;;;;;
Iregszemcse;32;2 656;;;;;;;;;;;;;;;;;;;;;;;
Bácsszőlős;4;334;;;;;;;;;;;;;;;;;;;;;;;
Sajónémeti;6;501;;;;;;;;;;;;;;;;;;;;;;;
Pári;8;669;;;;;;;;;;;;;;;;;;;;;;;
Nyírkáta;25;2 097;;;;;;;;;;;;;;;;;;;;;;;
Nagypeterd;8;672;;;;;;;;;;;;;;;;;;;;;;;
Terem;8;672;;;;;;;;;;;;;;;;;;;;;;;
Pusztavacs;16;1 346;;;;;;;;;;;;;;;;;;;;;;;
Milota;12;1 012;;;;;;;;;;;;;;;;;;;;;;;
Nagyszékely;5;422;;;;;;;;;;;;;;;;;;;;;;;
Biharnagybajom;33;2 788;;;;;;;;;;;;;;;;;;;;;;;
Nagyrada;6;508;;;;;;;;;;;;;;;;;;;;;;;
Kázsmárk;12;1 017;;;;;;;;;;;;;;;;;;;;;;;
Csataszög;4;340;;;;;;;;;;;;;;;;;;;;;;;
Kánya;5;425;;;;;;;;;;;;;;;;;;;;;;;
Körösújfalu;6;512;;;;;;;;;;;;;;;;;;;;;;;
Grábóc;2;171;;;;;;;;;;;;;;;;;;;;;;;
Bonnya;3;257;;;;;;;;;;;;;;;;;;;;;;;
Oltárc;3;257;;;;;;;;;;;;;;;;;;;;;;;
Tiszacsécse;3;257;;;;;;;;;;;;;;;;;;;;;;;
Arka;1;86;;;;;;;;;;;;;;;;;;;;;;;
Molnári;8;690;;;;;;;;;;;;;;;;;;;;;;;
Karos;6;518;;;;;;;;;;;;;;;;;;;;;;;
Lengyel;6;520;;;;;;;;;;;;;;;;;;;;;;;
Monaj;3;260;;;;;;;;;;;;;;;;;;;;;;;
Tiszavid;7;607;;;;;;;;;;;;;;;;;;;;;;;
Bejcgyertyános;5;436;;;;;;;;;;;;;;;;;;;;;;;
Balatonvilágos;17;1 484;;;;;;;;;;;;;;;;;;;;;;;
Hernádpetri;3;262;;;;;;;;;;;;;;;;;;;;;;;
Tiszarád;7;613;;;;;;;;;;;;;;;;;;;;;;;
Bugacpusztaháza;3;263;;;;;;;;;;;;;;;;;;;;;;;
Tatárszentgyörgy;23;2 018;;;;;;;;;;;;;;;;;;;;;;;
Somogyvámos;9;793;;;;;;;;;;;;;;;;;;;;;;;
Verseg;15;1 323;;;;;;;;;;;;;;;;;;;;;;;
Kerecsend;27;2 387;;;;;;;;;;;;;;;;;;;;;;;
Ete;7;619;;;;;;;;;;;;;;;;;;;;;;;
Monyoród;2;177;;;;;;;;;;;;;;;;;;;;;;;
Kéleshalom;5;444;;;;;;;;;;;;;;;;;;;;;;;
Kovácsszénája;1;89;;;;;;;;;;;;;;;;;;;;;;;
Szárazd;3;268;;;;;;;;;;;;;;;;;;;;;;;
Ófalu;4;358;;;;;;;;;;;;;;;;;;;;;;;
Rózsafa;4;359;;;;;;;;;;;;;;;;;;;;;;;
Bódvarákó;1;90;;;;;;;;;;;;;;;;;;;;;;;
Detek;3;270;;;;;;;;;;;;;;;;;;;;;;;
Magyarlukafa;1;90;;;;;;;;;;;;;;;;;;;;;;;
Regéc;1;90;;;;;;;;;;;;;;;;;;;;;;;
Csányoszró;7;631;;;;;;;;;;;;;;;;;;;;;;;
Mezőszentgyörgy;15;1 355;;;;;;;;;;;;;;;;;;;;;;;
Novajidrány;15;1 357;;;;;;;;;;;;;;;;;;;;;;;
Kékesd;2;182;;;;;;;;;;;;;;;;;;;;;;;
Mencshely;3;273;;;;;;;;;;;;;;;;;;;;;;;
Zsujta;2;182;;;;;;;;;;;;;;;;;;;;;;;
Bódvalenke;3;274;;;;;;;;;;;;;;;;;;;;;;;
Balatonszemes;20;1 827;;;;;;;;;;;;;;;;;;;;;;;
Komlósd;2;183;;;;;;;;;;;;;;;;;;;;;;;
Kisszentmárton;3;275;;;;;;;;;;;;;;;;;;;;;;;
Szentistvánbaksa;3;275;;;;;;;;;;;;;;;;;;;;;;;
Csokvaomány;9;826;;;;;;;;;;;;;;;;;;;;;;;
Kovácshida;3;277;;;;;;;;;;;;;;;;;;;;;;;
Abaújlak;1;93;;;;;;;;;;;;;;;;;;;;;;;
Kiscsehi;2;186;;;;;;;;;;;;;;;;;;;;;;;
Kisasszond;2;187;;;;;;;;;;;;;;;;;;;;;;;
Kustánszeg;5;469;;;;;;;;;;;;;;;;;;;;;;;
Erdősmárok;1;94;;;;;;;;;;;;;;;;;;;;;;;
Somogyzsitfa;6;564;;;;;;;;;;;;;;;;;;;;;;;
Gödre;9;849;;;;;;;;;;;;;;;;;;;;;;;
Abaújszolnok;2;189;;;;;;;;;;;;;;;;;;;;;;;
Darnó;2;190;;;;;;;;;;;;;;;;;;;;;;;
Kemeneskápolna;1;95;;;;;;;;;;;;;;;;;;;;;;;
Szamosangyalos;9;856;;;;;;;;;;;;;;;;;;;;;;;
Bakháza;2;191;;;;;;;;;;;;;;;;;;;;;;;
Piricse;20;1 910;;;;;;;;;;;;;;;;;;;;;;;
Bojt;6;579;;;;;;;;;;;;;;;;;;;;;;;
Somogytúr;5;485;;;;;;;;;;;;;;;;;;;;;;;
Körösszegapáti;11;1 068;;;;;;;;;;;;;;;;;;;;;;;
Nagycsepely;4;389;;;;;;;;;;;;;;;;;;;;;;;
Siklósnagyfalu;5;487;;;;;;;;;;;;;;;;;;;;;;;
Túristvándi;8;788;;;;;;;;;;;;;;;;;;;;;;;
Szántód;7;690;;;;;;;;;;;;;;;;;;;;;;;
Somlójenő;3;296;;;;;;;;;;;;;;;;;;;;;;;
Szajla;6;592;;;;;;;;;;;;;;;;;;;;;;;
Gadács;1;99;;;;;;;;;;;;;;;;;;;;;;;
Szúcs;4;396;;;;;;;;;;;;;;;;;;;;;;;
Hedrehely;4;399;;;;;;;;;;;;;;;;;;;;;;;
Gige;4;400;;;;;;;;;;;;;;;;;;;;;;;
Mezőtárkány;16;1 600;;;;;;;;;;;;;;;;;;;;;;;
Cserdi;4;401;;;;;;;;;;;;;;;;;;;;;;;
Nyíri;4;402;;;;;;;;;;;;;;;;;;;;;;;
Boldogkőújfalu;6;606;;;;;;;;;;;;;;;;;;;;;;;
Edde;2;202;;;;;;;;;;;;;;;;;;;;;;;
Told;4;404;;;;;;;;;;;;;;;;;;;;;;;
Kántorjánosi;21;2 126;;;;;;;;;;;;;;;;;;;;;;;
Csengersima;8;810;;;;;;;;;;;;;;;;;;;;;;;
Kásád;3;304;;;;;;;;;;;;;;;;;;;;;;;
Sávoly;5;508;;;;;;;;;;;;;;;;;;;;;;;
Potyond;1;102;;;;;;;;;;;;;;;;;;;;;;;
Újszalonta;1;102;;;;;;;;;;;;;;;;;;;;;;;
Érsekhalma;6;613;;;;;;;;;;;;;;;;;;;;;;;
Zádorfalva;5;512;;;;;;;;;;;;;;;;;;;;;;;
Parádsasvár;4;412;;;;;;;;;;;;;;;;;;;;;;;
Tiszakóród;8;825;;;;;;;;;;;;;;;;;;;;;;;
Öcs;2;207;;;;;;;;;;;;;;;;;;;;;;;
Krasznokvajda;5;518;;;;;;;;;;;;;;;;;;;;;;;
Hunyadfalva;2;208;;;;;;;;;;;;;;;;;;;;;;;
Iklódbördőce;3;312;;;;;;;;;;;;;;;;;;;;;;;
Lónya;11;1 146;;;;;;;;;;;;;;;;;;;;;;;
Hernádszentandrás;4;417;;;;;;;;;;;;;;;;;;;;;;;
Ócsárd;4;417;;;;;;;;;;;;;;;;;;;;;;;
Nagydobsza;6;626;;;;;;;;;;;;;;;;;;;;;;;
Gyugy;3;315;;;;;;;;;;;;;;;;;;;;;;;
Homrogd;9;945;;;;;;;;;;;;;;;;;;;;;;;
Vilmány;14;1 474;;;;;;;;;;;;;;;;;;;;;;;
Kocsola;12;1 265;;;;;;;;;;;;;;;;;;;;;;;
Egyházashetye;3;317;;;;;;;;;;;;;;;;;;;;;;;
Pusztakovácsi;8;847;;;;;;;;;;;;;;;;;;;;;;;
Tivadar;2;212;;;;;;;;;;;;;;;;;;;;;;;
Drávacsepely;2;213;;;;;;;;;;;;;;;;;;;;;;;
Meszlen;2;213;;;;;;;;;;;;;;;;;;;;;;;
Kazsok;3;320;;;;;;;;;;;;;;;;;;;;;;;
Esztergályhorváti;4;428;;;;;;;;;;;;;;;;;;;;;;;
Gagybátor;2;214;;;;;;;;;;;;;;;;;;;;;;;
Hernádkércs;3;321;;;;;;;;;;;;;;;;;;;;;;;
Komjáti;2;216;;;;;;;;;;;;;;;;;;;;;;;
Tarnazsadány;12;1 302;;;;;;;;;;;;;;;;;;;;;;;
Ispánk;1;109;;;;;;;;;;;;;;;;;;;;;;;
Rétközberencs;11;1 203;;;;;;;;;;;;;;;;;;;;;;;
Zsana;7;767;;;;;;;;;;;;;;;;;;;;;;;
Tornanádaska;7;768;;;;;;;;;;;;;;;;;;;;;;;
Szőlősardó;1;110;;;;;;;;;;;;;;;;;;;;;;;
Szegerdő;2;221;;;;;;;;;;;;;;;;;;;;;;;
Berkesz;7;780;;;;;;;;;;;;;;;;;;;;;;;
Lácacséke;3;335;;;;;;;;;;;;;;;;;;;;;;;
Nikla;7;783;;;;;;;;;;;;;;;;;;;;;;;
Abaújvár;2;224;;;;;;;;;;;;;;;;;;;;;;;
Füzérkajata;1;112;;;;;;;;;;;;;;;;;;;;;;;
Mérges;1;112;;;;;;;;;;;;;;;;;;;;;;;
Nagymizdó;1;112;;;;;;;;;;;;;;;;;;;;;;;
Gétye;1;113;;;;;;;;;;;;;;;;;;;;;;;
Drávaszabolcs;6;684;;;;;;;;;;;;;;;;;;;;;;;
Vekerd;1;114;;;;;;;;;;;;;;;;;;;;;;;
Serényfalva;9;1 027;;;;;;;;;;;;;;;;;;;;;;;
Old;3;346;;;;;;;;;;;;;;;;;;;;;;;
Rábatöttös;2;231;;;;;;;;;;;;;;;;;;;;;;;
Erk;8;931;;;;;;;;;;;;;;;;;;;;;;;
Tófalu;5;591;;;;;;;;;;;;;;;;;;;;;;;
Mucsi;4;473;;;;;;;;;;;;;;;;;;;;;;;
Kővágótöttös;3;355;;;;;;;;;;;;;;;;;;;;;;;
Ólmod;1;119;;;;;;;;;;;;;;;;;;;;;;;
Andocs;9;1 075;;;;;;;;;;;;;;;;;;;;;;;
Bodolyabér;2;241;;;;;;;;;;;;;;;;;;;;;;;
Kissomlyó;2;241;;;;;;;;;;;;;;;;;;;;;;;
Ivánbattyán;1;121;;;;;;;;;;;;;;;;;;;;;;;
Szin;7;847;;;;;;;;;;;;;;;;;;;;;;;
Csaholc;6;729;;;;;;;;;;;;;;;;;;;;;;;
Nagylak;4;486;;;;;;;;;;;;;;;;;;;;;;;
Iharos;10;1 222;;;;;;;;;;;;;;;;;;;;;;;
Domaháza;7;859;;;;;;;;;;;;;;;;;;;;;;;
Ivándárda;2;247;;;;;;;;;;;;;;;;;;;;;;;
Szágy;1;124;;;;;;;;;;;;;;;;;;;;;;;
Sárok;1;125;;;;;;;;;;;;;;;;;;;;;;;
Kisdombegyház;4;503;;;;;;;;;;;;;;;;;;;;;;;
Tiszaroff;13;1 657;;;;;;;;;;;;;;;;;;;;;;;
Kertészsziget;3;384;;;;;;;;;;;;;;;;;;;;;;;
Mike;5;640;;;;;;;;;;;;;;;;;;;;;;;
Tiszatarján;11;1 418;;;;;;;;;;;;;;;;;;;;;;;
Kisjakabfalva;1;129;;;;;;;;;;;;;;;;;;;;;;;
Farkaslyuk;15;1 945;;;;;;;;;;;;;;;;;;;;;;;
Hollád;2;260;;;;;;;;;;;;;;;;;;;;;;;
Sajóhídvég;9;1 170;;;;;;;;;;;;;;;;;;;;;;;
Felsődobsza;7;924;;;;;;;;;;;;;;;;;;;;;;;
Kerecseny;2;265;;;;;;;;;;;;;;;;;;;;;;;
Kistamási;1;134;;;;;;;;;;;;;;;;;;;;;;;
Háromhuta;1;135;;;;;;;;;;;;;;;;;;;;;;;
Hejőkürt;2;270;;;;;;;;;;;;;;;;;;;;;;;
Komlódtótfalu;1;135;;;;;;;;;;;;;;;;;;;;;;;
Polány;2;270;;;;;;;;;;;;;;;;;;;;;;;
Szőke;1;135;;;;;;;;;;;;;;;;;;;;;;;
Sajókaza;23;3 116;;;;;;;;;;;;;;;;;;;;;;;
Versend;7;969;;;;;;;;;;;;;;;;;;;;;;;
Sobor;2;282;;;;;;;;;;;;;;;;;;;;;;;
Tikos;1;141;;;;;;;;;;;;;;;;;;;;;;;
Hangony;11;1 558;;;;;;;;;;;;;;;;;;;;;;;
Bosta;1;145;;;;;;;;;;;;;;;;;;;;;;;
Tiszabecs;11;1 596;;;;;;;;;;;;;;;;;;;;;;;
Büssü;3;436;;;;;;;;;;;;;;;;;;;;;;;
Tormás;2;291;;;;;;;;;;;;;;;;;;;;;;;
Vékény;1;148;;;;;;;;;;;;;;;;;;;;;;;
Tengőd;3;447;;;;;;;;;;;;;;;;;;;;;;;
Orosztony;3;451;;;;;;;;;;;;;;;;;;;;;;;
Bezeréd;1;152;;;;;;;;;;;;;;;;;;;;;;;
Gyanógeregye;1;152;;;;;;;;;;;;;;;;;;;;;;;
Gyöngyfa;1;153;;;;;;;;;;;;;;;;;;;;;;;
Abaújkér;4;623;;;;;;;;;;;;;;;;;;;;;;;
Léh;3;468;;;;;;;;;;;;;;;;;;;;;;;
Balatonrendes;1;157;;;;;;;;;;;;;;;;;;;;;;;
Örvényes;1;157;;;;;;;;;;;;;;;;;;;;;;;
Somogymeggyes;3;472;;;;;;;;;;;;;;;;;;;;;;;
Lápafő;1;158;;;;;;;;;;;;;;;;;;;;;;;
Várong;1;159;;;;;;;;;;;;;;;;;;;;;;;
Barabás;7;1 122;;;;;;;;;;;;;;;;;;;;;;;
Pereked;1;161;;;;;;;;;;;;;;;;;;;;;;;
Rápolt;1;161;;;;;;;;;;;;;;;;;;;;;;;
Kisnamény;2;326;;;;;;;;;;;;;;;;;;;;;;;
Szakáld;3;492;;;;;;;;;;;;;;;;;;;;;;;
Dobri;1;167;;;;;;;;;;;;;;;;;;;;;;;
Besenyőd;5;838;;;;;;;;;;;;;;;;;;;;;;;
Bátorliget;4;675;;;;;;;;;;;;;;;;;;;;;;;
Jákfalva;3;510;;;;;;;;;;;;;;;;;;;;;;;
Hejőszalonta;5;851;;;;;;;;;;;;;;;;;;;;;;;
Lak;4;686;;;;;;;;;;;;;;;;;;;;;;;
Horpács;1;172;;;;;;;;;;;;;;;;;;;;;;;
Rinyakovácsi;1;172;;;;;;;;;;;;;;;;;;;;;;;
Sósvertike;1;173;;;;;;;;;;;;;;;;;;;;;;;
Örménykút;2;350;;;;;;;;;;;;;;;;;;;;;;;
Nak;3;526;;;;;;;;;;;;;;;;;;;;;;;
Súr;7;1 238;;;;;;;;;;;;;;;;;;;;;;;
Sajópüspöki;3;531;;;;;;;;;;;;;;;;;;;;;;;
Szebény;2;355;;;;;;;;;;;;;;;;;;;;;;;
Fürged;4;719;;;;;;;;;;;;;;;;;;;;;;;
Borgáta;1;181;;;;;;;;;;;;;;;;;;;;;;;
Aranyosgadány;2;363;;;;;;;;;;;;;;;;;;;;;;;
Kisvaszar;2;366;;;;;;;;;;;;;;;;;;;;;;;
Tornaszentandrás;1;185;;;;;;;;;;;;;;;;;;;;;;;
Kisgörbő;1;190;;;;;;;;;;;;;;;;;;;;;;;
Kisberény;1;192;;;;;;;;;;;;;;;;;;;;;;;
Újsolt;1;193;;;;;;;;;;;;;;;;;;;;;;;
Áta;1;194;;;;;;;;;;;;;;;;;;;;;;;
Drávaiványi;1;194;;;;;;;;;;;;;;;;;;;;;;;
Kiscsécs;1;196;;;;;;;;;;;;;;;;;;;;;;;
Pat;1;197;;;;;;;;;;;;;;;;;;;;;;;
Terpes;1;198;;;;;;;;;;;;;;;;;;;;;;;
Táska;2;400;;;;;;;;;;;;;;;;;;;;;;;
Tárnokréti;1;203;;;;;;;;;;;;;;;;;;;;;;;
Bedegkér;2;408;;;;;;;;;;;;;;;;;;;;;;;
Kispalád;5;1 044;;;;;;;;;;;;;;;;;;;;;;;
Kisbajom;2;419;;;;;;;;;;;;;;;;;;;;;;;
Basal;1;212;;;;;;;;;;;;;;;;;;;;;;;
Kishajmás;1;214;;;;;;;;;;;;;;;;;;;;;;;
Gagyvendégi;1;216;;;;;;;;;;;;;;;;;;;;;;;
Miklósi;1;224;;;;;;;;;;;;;;;;;;;;;;;
Botpalád;4;932;;;;;;;;;;;;;;;;;;;;;;;
Újdombrád;3;700;;;;;;;;;;;;;;;;;;;;;;;
Magyarkeszi;5;1 181;;;;;;;;;;;;;;;;;;;;;;;
Magyardombegyház;1;241;;;;;;;;;;;;;;;;;;;;;;;
Kelemér;2;490;;;;;;;;;;;;;;;;;;;;;;;
Zajk;1;245;;;;;;;;;;;;;;;;;;;;;;;
Somogyviszló;1;251;;;;;;;;;;;;;;;;;;;;;;;
Kiskassa;1;254;;;;;;;;;;;;;;;;;;;;;;;
Nagyszakácsi;2;508;;;;;;;;;;;;;;;;;;;;;;;
Csenyéte;2;523;;;;;;;;;;;;;;;;;;;;;;;
Gerényes;1;263;;;;;;;;;;;;;;;;;;;;;;;
Hirics;1;271;;;;;;;;;;;;;;;;;;;;;;;
Felsővadász;2;562;;;;;;;;;;;;;;;;;;;;;;;
Újireg;1;294;;;;;;;;;;;;;;;;;;;;;;;
Gordisa;1;297;;;;;;;;;;;;;;;;;;;;;;;
Hetefejércse;1;300;;;;;;;;;;;;;;;;;;;;;;;
Pamuk;1;302;;;;;;;;;;;;;;;;;;;;;;;
Rakaca;3;912;;;;;;;;;;;;;;;;;;;;;;;
Folyás;1;319;;;;;;;;;;;;;;;;;;;;;;;
Hencse;1;339;;;;;;;;;;;;;;;;;;;;;;;
Téseny;1;339;;;;;;;;;;;;;;;;;;;;;;;
Egerfarmos;2;692;;;;;;;;;;;;;;;;;;;;;;;
Szenyér;1;348;;;;;;;;;;;;;;;;;;;;;;;
Felsőregmec;1;360;;;;;;;;;;;;;;;;;;;;;;;
Tarnabod;2;759;;;;;;;;;;;;;;;;;;;;;;;
Nagybakónak;1;416;;;;;;;;;;;;;;;;;;;;;;;
Nyírpilis;2;959;;;;;;;;;;;;;;;;;;;;;;;
Igal;14;6 933;;;;;;;;;;;;;;;;;;;;;;;
Uszka;1;605;;;;;;;;;;;;;;;;;;;;;;;

